--- scanner 0 ---
426,665,832
688,879,-425
761,763,-350
356,-472,523
-534,473,338
-587,621,-738
399,640,788
463,-488,390
-489,-739,621
-504,-548,-411
-460,664,-613
-700,681,-651
-80,4,29
-542,-632,-530
-541,-695,593
-542,-763,-448
-470,455,464
339,658,887
428,-538,483

--- scanner 15 ---
58,76,63
-435,-686,-512
506,-397,-727
-397,-611,-526
581,704,763
450,705,851
-597,462,309
309,565,-904
-691,465,451
-587,431,370
-633,-483,386
303,-568,301
-694,798,-728
-712,851,-712
-626,-345,358
-535,-660,-629
-119,20,-59
412,-374,-715
-794,810,-820
317,-582,547
351,-305,-725
484,729,852
-728,-502,375
279,636,-888
339,-506,456
72,-64,-129
410,575,-868

--- scanner 16 ---
617,736,277
688,-661,-586
-66,162,-156
663,-599,-497
-901,-438,312
-865,-437,502
411,717,326
578,718,368
672,-548,635
663,-410,601
-417,611,358
-642,725,-553
-742,675,-565
762,-745,-463
333,562,-961
-894,-452,399
-462,-353,-657
-354,634,216
-808,741,-608
-10,7,-48
-362,554,390
412,480,-925
735,-550,644
517,618,-967
-352,-307,-603
-381,-499,-613

--- scanner 17 ---
523,737,-476
696,-575,-567
649,-639,670
-704,-853,400
639,695,-559
731,-651,-535
709,247,423
-726,397,-541
633,-818,620
-542,432,-537
-635,704,513
-786,-801,-760
647,-870,606
-64,-95,-3
-535,641,420
802,388,381
-714,-811,403
-746,-768,385
-552,-844,-767
707,-577,-348
-609,258,-501
743,274,426
360,703,-565
-557,702,548
-644,-732,-686

--- scanner 18 ---
-863,443,-642
29,48,-152
-589,924,395
571,597,-692
-832,382,-652
322,-563,611
-729,-831,254
263,-790,614
643,459,681
-565,925,429
343,-710,-639
-590,836,526
-719,-795,355
320,-665,682
-829,524,-746
372,-727,-648
-443,-639,-767
673,540,-569
475,563,661
-658,-815,224
-496,-655,-749
562,530,708
-484,-747,-849
-118,140,-78
650,714,-592
245,-740,-693

--- scanner 19 ---
485,-544,652
518,316,730
605,736,-430
747,776,-345
-598,-389,-762
602,-651,-847
9,-73,17
-563,-343,-738
132,82,56
-505,390,-806
563,764,-280
399,-418,582
-590,600,615
-632,675,632
-317,-508,563
-619,-482,-656
-326,-658,462
541,358,605
395,-446,541
-431,-624,555
652,-543,-760
-464,304,-738
-558,474,-772
-491,553,622
449,395,626
595,-567,-749

--- scanner 20 ---
-691,605,537
-435,-661,772
-906,-749,-307
-44,-155,-21
741,649,513
-879,-657,-284
538,-712,454
723,-524,-791
339,241,-503
288,370,-437
759,681,556
722,-490,-570
-693,560,586
-134,32,24
-783,357,-395
-659,641,515
-892,271,-434
-483,-683,609
-800,-620,-346
-403,-641,565
-840,247,-421
744,639,471
694,-502,-670
285,337,-441
524,-698,506
474,-714,685

--- scanner 21 ---
-478,748,-570
390,-346,-615
532,852,538
-636,870,587
-633,957,666
878,-328,544
973,-486,575
979,-252,627
-514,-497,-496
520,874,444
-469,965,-539
-548,-708,-482
-313,-390,551
-483,762,-540
490,-413,-525
421,-268,-578
-497,-582,-575
155,43,-21
678,545,-394
-327,-258,417
706,492,-329
503,887,660
5,127,107
-296,-275,462
650,507,-320
-553,812,682

--- scanner 22 ---
4,-96,-37
-702,394,-681
-732,543,758
687,-874,814
544,613,-840
-544,-638,690
526,629,477
-725,311,778
-553,-640,627
-876,-750,-946
479,528,-691
535,641,-605
665,-896,675
-686,-751,-910
409,622,366
673,-909,736
-776,418,-868
-789,-736,-939
728,-519,-612
798,-608,-480
-587,-778,618
737,-630,-637
435,581,451
-627,488,791
-778,429,-649
-154,-13,-112

--- scanner 23 ---
-530,-655,411
-480,-637,471
-752,-611,-350
600,552,649
620,-443,797
-634,578,890
-27,-4,71
627,680,553
489,-785,-576
581,-493,660
795,301,-552
829,464,-641
-640,-703,-431
-529,523,857
-559,672,-582
524,-601,-580
-709,-845,-357
-536,755,877
565,-488,915
-454,-535,488
-485,648,-769
787,580,-558
-483,637,-550
350,-668,-616
610,663,691

--- scanner 24 ---
-439,889,-868
-595,879,-749
-883,-470,742
-28,-13,-112
374,769,462
-899,-512,625
525,-432,509
-639,-753,-397
502,-491,-549
-563,739,357
679,822,-904
777,711,-921
514,-231,485
276,748,385
-882,-632,684
-93,70,45
778,796,-770
-673,883,-919
541,-367,430
-417,596,359
532,-536,-541
500,-575,-600
-550,-787,-375
388,759,326
-623,-740,-446
-466,680,489

--- scanner 25 ---
708,668,622
-806,-657,-776
723,-509,572
752,655,697
424,670,-419
-564,558,686
-147,-12,91
-6,-113,10
-943,-776,580
-781,-792,589
366,633,-550
-678,492,-541
232,-987,-707
-884,453,-539
788,-521,756
-845,-663,576
370,-933,-688
-865,-695,-736
-690,-594,-723
-470,438,730
274,-918,-606
747,754,749
638,-549,714
453,774,-500
-696,510,-504
-507,521,694

--- scanner 26 ---
-546,380,-686
488,-437,-579
-684,505,-672
-94,-79,24
778,778,-493
431,-448,-603
566,652,457
-680,599,491
-675,691,474
-783,-541,-518
-628,-459,268
-621,338,-689
-727,-459,-379
583,-852,740
579,716,586
-762,-435,-425
441,-767,700
575,814,473
438,-350,-687
399,-917,728
-558,575,461
805,781,-527
-722,-425,438
664,823,-434
-669,-391,354

--- scanner 27 ---
-31,106,163
-652,-639,456
-11,-63,-23
-563,-802,490
-338,652,745
542,-423,658
-600,-756,-238
-569,-523,498
445,618,-272
-694,796,-750
659,612,-258
-592,926,-716
362,-839,-246
805,406,895
706,552,861
638,-551,685
680,-440,675
-683,904,-764
476,688,-240
731,490,772
-594,-761,-234
-419,798,701
340,-838,-316
-498,-650,-284
121,63,22
-309,844,755
417,-715,-284

--- scanner 28 ---
-802,564,645
-667,-713,670
-23,-19,155
548,-772,-755
461,-480,585
-666,-755,837
-91,118,35
-460,697,-758
599,-446,576
-685,-804,631
330,780,467
601,-437,513
-416,579,-764
-629,615,-772
-426,-658,-612
365,794,389
-552,-581,-531
576,-719,-690
-870,499,763
780,653,-620
343,772,528
722,611,-638
857,595,-734
-736,559,754
604,-757,-764
-421,-509,-554

--- scanner 29 ---
525,-354,-804
-738,428,492
-744,-454,511
817,588,-679
-351,650,-317
401,-316,-859
-757,377,424
-745,-397,620
716,-702,343
165,88,82
800,605,-541
640,397,672
-782,-307,588
-685,-343,-529
-624,402,396
-356,634,-572
-306,595,-435
-3,-46,35
402,-386,-881
-753,-319,-635
-743,-486,-587
674,608,658
689,615,-583
765,-767,429
527,-748,406
691,523,579

--- scanner 30 ---
-655,-669,507
-579,676,264
708,704,345
698,-730,-690
647,-412,283
114,52,-89
-484,781,-876
600,754,258
-695,-628,-911
794,414,-870
669,-575,331
700,-499,-626
684,-678,-676
-574,-598,541
627,-619,251
853,528,-915
-32,136,35
760,387,-873
-584,844,-783
-526,580,252
-663,-671,-893
-653,-713,-896
684,761,356
-559,829,253
-506,842,-748
-619,-647,539

--- scanner 31 ---
-390,-774,-465
614,-606,-647
797,279,539
0,-170,153
-766,649,-232
-818,636,-256
362,633,-355
-483,-724,-430
768,400,517
-87,9,112
-621,-523,487
-593,-567,539
411,-714,502
413,567,-226
448,-499,540
-726,724,635
796,500,505
530,-630,540
615,-588,-687
359,629,-322
-805,786,672
-832,763,764
-523,-790,-358
-709,675,-342
-564,-572,636
483,-491,-648

--- scanner 32 ---
612,-679,-331
553,-622,596
662,312,-391
182,36,67
545,636,573
88,-125,-99
-518,623,-679
-623,-818,766
-237,-663,-807
732,-606,546
-529,824,-703
-299,-700,-728
-473,544,494
561,243,-349
580,297,-487
-502,688,-758
-744,-796,795
492,573,689
-538,551,695
-523,-830,794
501,-608,610
819,-659,-363
532,535,748
-260,-571,-834
-502,522,582
656,-637,-411

--- scanner 33 ---
-70,76,-69
711,-630,515
-824,-531,-531
-869,484,433
528,787,-600
-644,-427,547
654,-622,552
-385,438,-616
437,-525,-798
-478,-482,563
-421,628,-615
540,605,486
334,603,447
522,568,504
412,840,-663
275,-516,-782
-905,-487,-677
373,-512,-669
-544,-439,497
353,800,-701
-924,516,376
-932,342,456
-934,-477,-485
748,-666,432
-392,525,-630

--- scanner 34 ---
-10,9,-42
-525,781,-643
426,609,-794
717,-756,724
-412,-440,-659
-635,458,930
-474,-351,-634
544,556,633
-523,790,-706
601,-714,641
-621,545,923
629,-527,-566
603,707,-807
501,-554,-470
-636,648,894
-766,-457,381
92,136,91
-574,-467,410
518,-537,-608
-720,-511,491
-328,-317,-733
658,602,-774
509,632,665
-663,747,-634
533,558,852
880,-722,635

--- scanner 35 ---
-880,894,-337
-669,-532,-317
-599,761,353
-862,823,-370
-577,875,340
-577,891,500
424,456,-655
-921,779,-479
-764,-427,823
262,-649,761
431,422,582
372,547,-673
355,-645,-528
-664,-364,730
326,-725,-405
-742,-366,695
425,459,501
405,-688,867
353,586,-657
-97,91,-21
-722,-628,-305
-689,-379,-306
338,-762,738
232,-658,-426
407,502,627

--- scanner 36 ---
723,406,-525
611,-867,-526
-717,282,477
555,643,396
706,-878,-545
-506,-401,686
-414,279,-360
-432,350,-393
669,-802,422
-717,298,317
862,462,-443
-472,-402,662
575,-944,419
18,-45,4
-339,-706,-625
604,-895,-388
-325,-952,-611
-373,394,-502
-603,-490,661
552,568,354
565,-883,388
816,427,-419
-361,-797,-549
-695,412,330
569,505,521

--- scanner 37 ---
-770,-521,-464
-612,-645,914
-812,732,-690
-590,-482,866
-653,473,549
-830,751,-500
468,-437,-691
-632,-438,946
-814,824,-706
77,90,53
-740,-435,-306
638,-487,-731
482,-494,-767
290,-387,928
566,685,-452
670,692,598
-524,434,443
735,676,519
-616,411,470
871,703,574
-110,-1,30
611,715,-460
527,717,-511
344,-406,790
-884,-460,-410
359,-488,886
